No.,Compound.name,CAS.RN,log_Koa,smiles,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings5,nRings6,nRings7,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,TopoPSA,topoShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.22,MDEN.23,MDEN.33,khs.sCH3,khs.dCH2,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.ssNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.sOH,khs.dO,khs.ssO,khs.sF,khs.ssssSi,khs.dsssP,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.ssssSn,khs.sI,Kier1,Kier2,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,nHBDon,nHBAcc,bpol,apol,ExactMolWeight,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HeavyAtomMolWt,MaxAbsPartialCharge,MaxPartialCharge,MinAbsPartialCharge,MinPartialCharge,MolWt,NumRadicalElectrons,NumValenceElectrons,BalabanJ,BertzCT,Chi0,Chi1,Chi0n,Chi1n,Chi2n,Chi3n,Chi4n,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,HallKierAlpha,Kappa1,Kappa2,Kappa3,MolLogP,MolMR,HeavyAtomCount,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumAmideBonds,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA_1,PEOE_VSA_2,PEOE_VSA_3,PEOE_VSA_4,PEOE_VSA_5,PEOE_VSA_6,PEOE_VSA_7,PEOE_VSA_8,PEOE_VSA_9,PEOE_VSA_10,PEOE_VSA_11,PEOE_VSA_12,PEOE_VSA_13,PEOE_VSA_14,SMR_VSA_1,SMR_VSA_2,SMR_VSA_3,SMR_VSA_4,SMR_VSA_5,SMR_VSA_6,SMR_VSA_7,SMR_VSA_8,SMR_VSA_9,SMR_VSA_10,SlogP_VSA_1,SlogP_VSA_2,SlogP_VSA_3,SlogP_VSA_4,SlogP_VSA_5,SlogP_VSA_6,SlogP_VSA_7,SlogP_VSA_8,SlogP_VSA_9,SlogP_VSA_10,MQNs_1,MQNs_2,MQNs_3,MQNs_4,MQNs_5,MQNs_6,MQNs_7,MQNs_8,MQNs_9,MQNs_10,MQNs_11,MQNs_12,MQNs_13,MQNs_14,MQNs_15,MQNs_16,MQNs_17,MQNs_18,MQNs_19,MQNs_20,MQNs_21,MQNs_22,MQNs_23,MQNs_24,MQNs_25,MQNs_26,MQNs_27,MQNs_28,MQNs_29,MQNs_30,MQNs_31,MQNs_32,MQNs_33,MQNs_34,MQNs_35,MQNs_36,MQNs_37,MQNs_38,MQNs_39,MQNs_40,MQNs_41,MQNs_42,CHds,XHds,HBAs,HydA0,HydA,HydP0,HydP,Hyd0,Hyd,delta_g_sol_oct,HBA1,HBA2,HBD,logP,MR,MW,nF,TPSA
478,"2,2',3,4,4',5',6-heptachlorobiphenyl",52663-69-1,10.32,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,0,8.316,395.3232161,1,1,2.01,12,10,20,0,22,12,12,7.9992,63.98720064,84.8278,0,2,2,2,2,0,0,2,0,0,100,644,34,37.52631751,1.975069343,17.67422782,0,0,5.321928095,0,0.8,0.444444444,0,0,0,0,0.766309432,10.97652631,0,14.0290967,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15.39,5.78,0,187.07,0.631578947,269,14.31747277,8.82427496,8.552964595,7.318885876,5.581006314,4.286083563,2.710959337,1.520722592,14.16930474,7.450677774,6.381270043,4.988510747,3.284606552,2.187337013,1.222112538,0.603901275,4.565396321,6.674491807,10.36979373,2.932294284,3.800552434,5.329508971,1.810605356,0,0.698163957,0,1.236459227,0,0.421926215,0,0,0,0,0.100916477,0.406374506,0,0,0,0.038875529,0.172137812,0,0,10,2,0,0,0,0,1866.717422,2214.07415,3185.669467,3367.645724,2701.584002,72.99064935,33.66239448,57.32478895,90.31895059,89.12835922,0,0,6.219621,38.380379,391.8054439,0.473684211,1,1.631578947,392.303,0.083604854,0.078540979,0.078540979,-0.083604854,395.327,0,100,2.796160297,663.8579667,14.31747277,8.82427496,8.877802119,4.804926463,3.589340463,2.393458437,1.527250738,14.16930474,7.450677774,6.381270043,4.988510747,3.284606552,0.47,15.85126976,6.071664935,3.059057815,7.9274,86.948,19,0,0,0,0,7,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,144.6113609,0,0,0,0,0,81.20657923,18.19910121,11.12690298,35.1584332,0,0,0,0,0,0,0,0,0,0,0,53.3575344,0,11.12690298,81.20657923,0,0,0,0,0,18.19910121,35.1584332,11.12690298,0,0,12,0,7,0,0,0,0,0,0,0,0,19,8,0,0,6,6,0,1,0,0,0,0,0,0,7,0,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,2.4123,0,0.9553,2.0462,0.489053537,-24.5787,-5.874450287,-22.0474,-5.269455067,-16.05071907,0,0,0,7.9274,86.948,395.32322,0,0
479,"2,2',3,4,5,5',6-heptachlorobiphenyl",52712-05-7,10.4,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,0,8.316,395.3232161,1,1,2.01,12,9,20,0,22,12,12,7.9992,63.98720064,84.8278,0,2,2,2,2,0,0,2,0,0,100,628,35,37.51664121,1.974560064,17.65922551,0,0,5.321928095,0,1,0.5,0,0,0,0,1.650963624,8.835684099,0,15.48533082,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15.39,5.78,0,187.07,0.631578947,244,14.31747277,8.841111713,8.432296791,7.54625503,5.508908722,4.427485549,2.63971143,1.38781557,14.16930474,7.456660838,6.302537678,5.248984696,3.256568594,2.309702516,1.20420859,0.539530054,4.674390761,7.100486033,11.36024362,3.113870979,4.286374697,6.225007735,1.733821718,0,0.71433047,0,1.195997825,0,0.457584665,0,0,0,0,0.105078419,0.381935002,0,0,0,0.039681261,0.162980527,0,0,10,2,0,0,0,0,1911.880188,2279.688619,3306.314601,3567.837799,2863.878726,72.99064935,33.66239448,57.32478895,99.0319005,92.08012986,0,0,6.219621,38.380379,391.8054439,0.578947368,1.052631579,1.578947368,392.303,0.084319588,0.080891681,0.080891681,-0.084319588,395.327,0,100,2.865607197,634.6079667,14.31747277,8.841111713,8.877802119,4.810909527,3.569079405,2.407548811,1.530450556,14.16930474,7.456660838,6.302537678,5.248984696,3.256568594,0.47,15.85126976,6.071664935,2.913305462,7.9274,86.948,19,0,0,0,0,7,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,144.6113609,0,0,0,0,0,81.20657923,18.19910121,21.17216961,25.11316657,0,0,0,0,0,0,0,0,0,0,0,53.3575344,0,11.12690298,81.20657923,0,0,0,0,0,18.19910121,35.1584332,11.12690298,0,0,12,0,7,0,0,0,0,0,0,0,0,19,8,0,0,6,6,0,1,0,0,0,0,0,0,7,0,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,2.2312,0,0.8837,2.0453,0.488838432,-22.7363,-5.434106119,-20.2432,-4.838240918,-15.61950492,0,0,0,7.9274,86.948,395.32322,0,0
481,"2,3,3',4,4',5,5'-heptachlorobiphenyl",39635-31-9,11.22,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,0,8.316,395.3232161,1,1,2.01,12,10,20,0,22,12,12,7.9992,63.98720064,84.8278,0,2,2,2,2,0,0,2,0,0,100,660,34,37.53141515,1.97533764,17.6125762,0,0,5.321928095,0,0.8,0.444444444,0,0,0,0,1.144714243,11.31120099,0,13.26546418,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15.39,5.78,0,187.07,0.631578947,273,14.31747277,8.82427496,8.499359725,7.625259133,5.258331036,3.943625377,2.760530435,1.675790936,14.16930474,7.450677774,6.335229748,5.345707721,3.001257191,1.894721709,1.211578417,0.666285176,4.862834558,6.655745678,9.631933433,3.264835747,3.922237726,4.946154596,1.77965657,0,0.777079315,0,1.21343908,0,0.50405171,0,0,0,0,0.100916477,0.406374506,0,0,0,0.038875529,0.172137812,0,0,10,2,0,0,0,0,1831.306523,2161.634498,3083.019926,3193.868249,2417.57511,72.99064935,33.66239448,57.32478895,101.8413091,74.51186804,0,0,6.219621,38.380379,391.8054439,0.473684211,0.947368421,1.473684211,392.303,0.082632351,0.079956218,0.079956218,-0.082632351,395.327,0,100,2.727873137,640.6079667,14.31747277,8.82427496,8.877802119,4.804926463,3.601771476,2.39744473,1.493952752,14.16930474,7.450677774,6.335229748,5.345707721,3.001257191,0.47,15.85126976,6.071664935,3.059057815,7.9274,86.948,19,0,0,0,0,7,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,144.6113609,0,0,0,0,0,81.20657923,23.7625527,5.563451492,35.1584332,0,0,0,0,0,0,0,0,0,0,0,53.3575344,0,11.12690298,81.20657923,0,0,0,0,0,18.19910121,35.1584332,11.12690298,0,0,12,0,7,0,0,0,0,0,0,0,0,19,8,0,0,6,6,0,1,0,0,0,0,0,0,7,0,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,2.2493,0,0.8224,2.0455,0.488886233,-21.3161,-5.094670172,-18.6462,-4.456548757,-15.23781276,0,0,0,7.9274,86.948,395.32322,0,0
482,"2,3,3',4,4',5,6-heptachlorobiphenyl",41411-64-7,10.57,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,0,8.316,395.3232161,1,1,2.01,12,10,20,0,22,12,12,7.9992,63.98720064,84.8278,0,2,2,2,2,0,0,2,0,0,100,648,35,37.51988244,1.974730655,17.62112347,0,0,5.321928095,0,0.8,0.444444444,0,0,0,0,1.650963624,9.823779964,0,14.30183137,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15.39,5.78,0,187.07,0.631578947,271,14.31747277,8.841111713,8.400634005,7.714692608,5.413706113,4.038944359,2.651012221,1.610513319,14.16930474,7.456660838,6.278021764,5.433859889,3.164669125,1.998893169,1.181254645,0.641655131,4.894604723,7.026460431,10.54196979,3.322111142,4.254783088,5.724105039,1.711432747,0,0.794966726,0,1.181843556,0,0.520273101,0,0,0,0,0.105078419,0.381935002,0,0,0,0.039681261,0.162980527,0,0,10,2,0,0,0,0,1874.791879,2225.946801,3209.573177,3413.146304,2616.934409,72.99064935,33.66239448,57.32478895,104.7930798,86.17658858,0,0,6.219621,38.380379,391.8054439,0.526315789,1,1.473684211,392.303,0.08271244,0.080891666,0.080891666,-0.08271244,395.327,0,100,2.785425842,634.6079667,14.31747277,8.841111713,8.877802119,4.810909527,3.573799146,2.418080048,1.509984772,14.16930474,7.456660838,6.278021764,5.433859889,3.164669125,0.47,15.85126976,6.071664935,2.913305462,7.9274,86.948,19,0,0,0,0,7,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,144.6113609,0,0,0,0,0,87.2729463,17.69618563,5.563451492,35.1584332,0,0,0,0,0,0,0,0,0,0,0,53.3575344,0,11.12690298,81.20657923,0,0,0,0,0,18.19910121,35.1584332,11.12690298,0,0,12,0,7,0,0,0,0,0,0,0,0,19,8,0,0,6,6,0,1,0,0,0,0,0,0,7,0,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,2.2592,0,0.8625,2.045,0.48876673,-22.2649,-5.321438815,-19.4865,-4.657385277,-15.43864928,0,0,0,7.9274,86.948,395.32322,0,0
483,"2,3,3',4,4',5',6-heptachlorobiphenyl",74472-50-7,10.62,Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,0,8.316,395.3232161,1,1,2.01,12,10,20,0,22,12,12,7.9992,63.98720064,84.8278,0,2,2,2,2,0,0,2,0,0,100,652,34,37.52885801,1.975203053,17.64343757,0,0,5.321928095,0,0.8,0.444444444,0,0,0,0,0.944940787,11.12065542,0,13.65203031,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15.39,5.78,0,187.07,0.631578947,271,14.31747277,8.82427496,8.531022512,7.423208083,5.594800811,3.846512103,2.90399973,1.558780645,14.16930474,7.450677774,6.359745661,5.143686727,3.257501222,1.860756126,1.31416893,0.619136293,4.653769528,6.946353265,9.679189612,3.073662426,4.030624275,4.929684622,1.797937089,0,0.717632407,0,1.225697036,0,0.455905808,0,0,0,0,0.100916477,0.406374506,0,0,0,0.038875529,0.172137812,0,0,10,2,0,0,0,0,1848.937551,2187.656061,3131.91259,3277.981566,2568.958112,72.99064935,33.66239448,57.32478895,96.08012986,86.17658858,0,0,6.219621,38.380379,391.8054439,0.473684211,0.947368421,1.473684211,392.303,0.083550191,0.078540073,0.078540073,-0.083550191,395.327,0,100,2.761179565,640.6079667,14.31747277,8.82427496,8.877802119,4.804926463,3.597051735,2.386646904,1.530685092,14.16930474,7.450677774,6.359745661,5.143686727,3.257501222,0.47,15.85126976,6.071664935,3.059057815,7.9274,86.948,19,0,0,0,0,7,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,144.6113609,0,0,0,0,0,81.20657923,23.7625527,5.563451492,35.1584332,0,0,0,0,0,0,0,0,0,0,0,53.3575344,0,11.12690298,81.20657923,0,0,0,0,0,18.19910121,35.1584332,11.12690298,0,0,12,0,7,0,0,0,0,0,0,0,0,19,8,0,0,6,6,0,1,0,0,0,0,0,0,7,0,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,2.378,0,0.9016,2.0455,0.488886233,-23.2891,-5.566228489,-20.6925,-4.945626195,-15.7268902,0,0,0,7.9274,86.948,395.32322,0,0
484,"2,3,3',4',5,5',6-heptachlorobiphenyl",69782-91-8,10.53,Clc1cc(Cl)cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,0,8.316,395.3232161,1,1,2.01,12,9,20,0,22,12,12,7.9992,63.98720064,84.8278,0,2,2,2,2,0,0,2,0,0,100,638,34,37.5187171,1.974669321,17.63753063,0,0,5.321928095,0,1,0.5,0,0,0,0,1.5,9.580378763,0,14.69041734,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15.39,5.78,0,187.07,0.631578947,246,14.31747277,8.82427496,8.550463919,7.290928921,5.798417415,3.942719314,2.84881655,1.431360826,14.16930474,7.450677774,6.365728725,5.074220787,3.439154841,1.965286228,1.30399173,0.557154224,4.43215802,7.275237933,10.52074942,2.957170951,4.375339166,5.698820008,1.817378496,0,0.62830006,0,1.232481193,0,0.413130243,0,0,0,0,0.105078419,0.381935002,0,0,0,0.039681261,0.162980527,0,0,10,2,0,0,0,0,1882.257557,2236.297532,3221.932188,3425.328325,2763.309645,72.99064935,33.66239448,57.32478895,96.08012986,97.84130913,0,0,6.219621,38.380379,391.8054439,0.473684211,0.842105263,1.263157895,392.303,0.084265805,0.080891666,0.080891666,-0.084265805,395.327,0,100,2.823019665,614.3579667,14.31747277,8.82427496,8.877802119,4.804926463,3.603034799,2.361034444,1.556519189,14.16930474,7.450677774,6.365728725,5.074220787,3.439154841,0.47,15.85126976,6.071664935,3.059057815,7.9274,86.948,19,0,0,0,0,7,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,144.6113609,0,0,0,0,0,81.20657923,23.7625527,15.60871812,25.11316657,0,0,0,0,0,0,0,0,0,0,0,53.3575344,0,11.12690298,81.20657923,0,0,0,0,0,18.19910121,35.1584332,11.12690298,0,0,12,0,7,0,0,0,0,0,0,0,0,19,8,0,0,6,6,0,1,0,0,0,0,0,0,7,0,0,0,3,9,0,0,0,0,2,0,0,0,0,0,0,2.3678,0,0.9151,2.0437,0.488456023,-23.5962,-5.639627151,-21.0785,-5.037882409,-15.81914641,0,0,0,7.9274,86.948,395.32322,0,0
485,"2,2',3,3',4,4',5,5'-octachlorobiphenyl",35694-08-7,11.31,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,0,8.938,429.7682129,1,1,1.9,12,10,21,0,22,12,12,8.6636,75.05796496,89.6326,0,2,2,2,2,0,0,2,0,0,106,738,38,39.3669702,1.96834851,20.13327117,0,0,5.392317423,0,0.8,0.444444444,0,0,0,0,0.333333333,8.413714038,0,16.96184482,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16.37188209,6.01171875,0,149.08,0.6,286,15.18771625,9.251795315,8.908382049,8.301052245,5.62049915,4.298702707,2.916432005,1.720688692,15.22584789,7.940274214,6.777981176,5.9982508,3.345368056,2.206230489,1.348942051,0.71770733,5.531698775,7.768090303,11.77523774,3.805136761,4.766753815,6.401329828,1.898270586,0,0.929300367,0,1.322084467,0,0.609670486,0,0,0,0,0.090721842,0.415265649,0,0,0,0.036084392,0.181705614,0,0,10,2,0,0,0,0,2054.142083,2448.041175,3554.300484,3810.637364,2963.199005,81.70359926,36.61416512,63.22833023,119.409571,92.08012986,0,0,5.546414,39.893586,425.7664715,0.4,0.7,1,427.756,0.082630479,0.079957125,0.079957125,-0.082630479,429.772,0,106,2.826348679,646.0791147,15.18771625,9.251795315,9.178416322,4.91655843,3.695794084,2.495417996,1.537721277,15.22584789,7.940274214,6.777981176,5.9982508,3.345368056,0.76,17.11919929,6.479848053,2.953511058,8.5808,91.958,20,0,0,0,0,8,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,154.9146271,0,0,0,0,0,92.80751912,12.13273414,11.12690298,40.18106651,0,0,0,0,0,0,0,0,0,0,0,52.31380065,0,11.12690298,92.80751912,0,0,0,0,0,12.13273414,40.18106651,11.12690298,0,0,12,0,8,0,0,0,0,0,0,0,0,20,9,0,0,6,6,0,1,0,0,0,0,0,0,8,0,0,0,2,10,0,0,0,0,2,0,0,0,0,0,0,1.6547,0,0.8197,3.579,0.85540153,-20.7129,-4.950501912,-16.5796,-3.962619503,-15.6325075,0,0,0,8.5808,91.958,429.76828,0,0
486,"2,2',3,3',4,4',5,6-octachlorobiphenyl",52663-78-2,11.12,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,0,8.938,429.7682129,1,1,1.9,12,10,21,0,22,12,12,8.6636,75.05796496,89.6326,0,2,2,2,2,0,0,2,0,0,106,726,39,39.36112987,1.968056494,20.14395034,0,0,5.392317423,0,0.8,0.444444444,0,0,0,0,1,6.955480248,0,18.01392901,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16.37188209,6.01171875,0,149.08,0.6,284,15.18771625,9.268632068,8.809656328,8.383612145,5.828376886,4.285032307,2.843681664,1.669281611,15.22584789,7.946257279,6.720773192,6.084675806,3.532255949,2.229015704,1.330139746,0.696459478,5.555484672,8.240556272,12.5199434,3.85976796,5.149452007,7.012985734,1.830046763,0,0.94386672,0,1.290488943,0,0.624400539,0,0,0,0,0.092592593,0.40531021,0,0,0,0.036458333,0.177682929,0,0,10,2,0,0,0,0,2096.415273,2510.310246,3672.184995,4017.630462,3169.692521,81.70359926,36.61416512,63.22833023,122.3613416,103.7448504,0,0,5.546414,39.893586,425.7664715,0.45,0.9,1.4,427.756,0.082654798,0.080891681,0.080891681,-0.082654798,429.772,0,106,2.874714247,678.3291147,15.18771625,9.268632068,9.178416322,4.922541495,3.667821754,2.514326152,1.560350044,15.22584789,7.946257279,6.720773192,6.084675806,3.532255949,0.76,17.11919929,6.479848053,2.825834515,8.5808,91.958,20,0,0,0,0,8,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,154.9146271,0,0,0,0,0,98.87388619,6.066367068,11.12690298,40.18106651,0,0,0,0,0,0,0,0,0,0,0,52.31380065,0,11.12690298,92.80751912,0,0,0,0,0,12.13273414,40.18106651,11.12690298,0,0,12,0,8,0,0,0,0,0,0,0,0,20,9,0,0,6,6,0,1,0,0,0,0,0,0,8,0,0,0,2,10,0,0,0,0,2,0,0,0,0,0,0,1.4829,0,0.7787,3.5788,0.855353728,-19.596,-4.683556405,-15.4756,-3.69875717,-15.36864517,0,0,0,8.5808,91.958,429.76828,0,0
487,"2,2',3,3',4,4',5,6'-octachlorobiphenyl",42740-50-1,10.82,Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,0,8.938,429.7682129,1,1,1.9,12,10,21,0,22,12,12,8.6636,75.05796496,89.6326,0,2,2,2,2,0,0,2,0,0,106,729,38,39.364441,1.96822205,20.16339707,0,0,5.392317423,0,0.8,0.444444444,0,0,0,0,0.25,7.989748719,0,17.46744305,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16.37188209,6.01171875,0,149.08,0.6,284,15.18771625,9.251795315,8.940044835,8.104613446,5.910265854,4.321051764,2.970657991,1.618224779,15.22584789,7.940274214,6.802497089,5.797725573,3.58043323,2.25469203,1.399770719,0.674326491,5.32984244,7.974036964,12.01071236,3.615574904,4.842165678,6.520850906,1.916551104,0,0.872144652,0,1.334342424,0,0.561956375,0,0,0,0,0.090721842,0.415265649,0,0,0,0.036084392,0.181705614,0,0,10,2,0,0,0,0,2075.697064,2479.852306,3614.262801,3913.140012,3141.344596,81.70359926,36.61416512,63.22833023,113.6483917,103.7448504,0,0,5.546414,39.893586,425.7664715,0.45,0.95,1.55,427.756,0.083549269,0.07995803,0.07995803,-0.083549269,429.772,0,106,2.860721792,707.5791147,15.18771625,9.251795315,9.178416322,4.91655843,3.691074344,2.486115936,1.567892586,15.22584789,7.940274214,6.802497089,5.797725573,3.58043323,0.76,17.11919929,6.479848053,2.953511058,8.5808,91.958,20,0,0,0,0,8,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,154.9146271,0,0,0,0,0,92.80751912,12.13273414,11.12690298,40.18106651,0,0,0,0,0,0,0,0,0,0,0,52.31380065,0,11.12690298,92.80751912,0,0,0,0,0,12.13273414,40.18106651,11.12690298,0,0,12,0,8,0,0,0,0,0,0,0,0,20,9,0,0,6,6,0,1,0,0,0,0,0,0,8,0,0,0,2,10,0,0,0,0,2,0,0,0,0,0,0,1.63,0,0.8433,3.579,0.85540153,-21.2436,-5.077342256,-17.202,-4.111376673,-15.78126467,0,0,0,8.5808,91.958,429.76828,0,0
488,"2,2',3,3',4,4',6,6'-octachlorobiphenyl",33091-17-7,10.22,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,0,8.938,429.7682129,1,1,1.9,12,10,21,0,22,12,12,8.6636,75.05796496,89.6326,0,2,2,2,2,0,0,2,0,0,106,720,38,39.36193837,1.968096919,20.1929713,0,0,5.392317423,0,0.8,0.444444444,0,0,0,0,0.2,7.538338271,0,18.01392901,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16.37188209,6.01171875,0,149.08,0.6,282,15.18771625,9.251795315,8.971707622,7.913786898,6.150089254,4.489827181,2.86558898,1.590539609,15.22584789,7.940274214,6.827013002,5.598696112,3.793571664,2.396170123,1.35743701,0.663213051,5.134466574,8.097220784,12.48503638,3.427508813,4.885435314,6.793414843,1.934831623,0,0.816859686,0,1.34660038,0,0.514616205,0,0,0,0,0.090721842,0.415265649,0,0,0,0.036084392,0.181705614,0,0,10,2,0,0,0,0,2098.934565,2514.167439,3678.93431,4023.280509,3331.531419,81.70359926,36.61416512,63.22833023,107.8872124,115.409571,0,0,5.546414,39.893586,425.7664715,0.4,0.7,1,427.756,0.08354835,0.078541895,0.078541895,-0.08354835,429.772,0,106,2.895968701,646.0791147,15.18771625,9.251795315,9.178416322,4.91655843,3.686354603,2.478309642,1.590754981,15.22584789,7.940274214,6.827013002,5.598696112,3.793571664,0.76,17.11919929,6.479848053,2.953511058,8.5808,91.958,20,0,0,0,0,8,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,154.9146271,0,0,0,0,0,92.80751912,12.13273414,11.12690298,40.18106651,0,0,0,0,0,0,0,0,0,0,0,52.31380065,0,11.12690298,92.80751912,0,0,0,0,0,12.13273414,40.18106651,11.12690298,0,0,12,0,8,0,0,0,0,0,0,0,0,20,9,0,0,6,6,0,1,0,0,0,0,0,0,8,0,0,0,2,10,0,0,0,0,2,0,0,0,0,0,0,1.6507,0,0.8812,3.5793,0.855473231,-22.1506,-5.294120459,-18.2036,-4.350764818,-16.02065282,0,0,0,8.5808,91.958,429.76828,0,0
